-bash-4.2$ /scratch/repo/libPSI/bin/frontend.exe -cuckoo  -h 2 -x 72 -nn 6 -nnEnd 22  -e 2.4  -eStep 0.1 -eEnd 5 -t 24
#threads=72  trials=24 n=64 nEnd=4194304

6
nohup /scratch/repo/libPSI/bin/frontend.exe -cuckoo  -h 2 -x 72 -nn 6 -nnEnd 6  -e 9.4 -eStep 0.1 -eEnd 10 -t 24
e=2   |set|=64  |cuckoo|=128  2.94524  5.44025  7.92775  10.5372  13.3107  16.2056
e=2.1   |set|=64  |cuckoo|=134  3.50075  6.25624  9.00386  11.862  14.8993  17.9776
e=2.200   |set|=64  |cuckoo|=140  4.019  7.042  10.022  13.126  16.300  20.000
e=2.300   |set|=64  |cuckoo|=147  4.582  7.909  11.163  14.543  17.934  21.678
e=2.400   |set|=64  |cuckoo|=153  5.036  8.623  12.106  15.586  19.142  24.000
e=2.500   |set|=64  |cuckoo|=160  5.533  9.429  13.175  16.978  20.678
e=2.600   |set|=64  |cuckoo|=166  5.929  10.081  14.077  18.093  23.000
e=2.700   |set|=64  |cuckoo|=172  6.303  10.694  14.803  18.871  24.000
e=2.800   |set|=64  |cuckoo|=179  6.717  11.377  15.786  20.093
e=2.900   |set|=64  |cuckoo|=185  7.053  11.956  16.574  20.830
e=3.000   |set|=64  |cuckoo|=192  7.413  12.566  17.733  23.000
e=3.100   |set|=64  |cuckoo|=198  7.710  13.101  18.167  22.000
e=3.200   |set|=64  |cuckoo|=204  7.990  13.580  18.871  22.415
e=3.300   |set|=64  |cuckoo|=211  8.309  14.136  19.830  24.000
e=3.400   |set|=64  |cuckoo|=217  8.556  14.555  20.300                                 00
e=3.500   |set|=64  |cuckoo|=224  8.825  14.983  20.830  24.000
e=3.600   |set|=64  |cuckoo|=230  9.063  15.442  22.000                                 00
e=3.700   |set|=64  |cuckoo|=236  9.278  15.918  22.415                                 00
e=3.800   |set|=64  |cuckoo|=243  9.533  16.438  23.000                                 00
e=3.900   |set|=64  |cuckoo|=249  9.726  16.461                                 00  >24.000
e=4.000   |set|=64  |cuckoo|=256  9.949  16.830  22.415  24.000
e=4.100   |set|=64  |cuckoo|=262  10.132  17.272  23.000                                 00
e=4.200   |set|=64  |cuckoo|=268  10.309  17.752                                 00  >24.000
e=4.300   |set|=64  |cuckoo|=275  10.518  18.142  23.000                                 00
e=4.400   |set|=64  |cuckoo|=281  10.680  18.272                                 00  >24.000
e=4.500   |set|=64  |cuckoo|=287  10.861  18.678                                 00  >24.000
e=4.600   |set|=64  |cuckoo|=294  11.029  18.830                                 00  >24.000
e=4.700   |set|=64  |cuckoo|=300  11.180  19.415                                 00  >24.000
e=4.800   |set|=64  |cuckoo|=307  11.329  19.000                                 00  >24.000
e=4.900   |set|=64  |cuckoo|=313  11.441  19.913                                 00  >24.000
e=5.000   |set|=64  |cuckoo|=320  11.617  20.000                                 00  >24.000
e=5.100   |set|=64  |cuckoo|=326  11.769  20.193                                 00  >24.000
e=5.200   |set|=64  |cuckoo|=332  11.884  20.193                                 00  >24.000
e=5.300   |set|=64  |cuckoo|=339  12.014  21.000                                 00  >24.000
e=5.400   |set|=64  |cuckoo|=345  12.130  20.678                                 00  >24.000
e=5.500   |set|=64  |cuckoo|=351  12.236  21.000                                 00  >24.000
e=5.600   |set|=64  |cuckoo|=358  12.412  22.415                                 00  >24.000
e=5.700   |set|=64  |cuckoo|=364  12.492  21.678                                 00  >24.000
e=5.800   |set|=64  |cuckoo|=371  12.700  21.415                                 00  >24.000
e=5.900   |set|=64  |cuckoo|=377  12.747  22.000                                 00  >24.000
e=6.000   |set|=64  |cuckoo|=383  12.827  21.415                                 00  >24.000
e=6.100   |set|=64  |cuckoo|=390  12.945  22.415                                 00  >24.000
e=6.200   |set|=64  |cuckoo|=396  13.059  22.415                                 00  >24.000
e=6.300   |set|=64  |cuckoo|=403  13.191                                 00  >24.000  >24.000
e=6.400   |set|=64  |cuckoo|=409  13.298                                 00  >24.000  >24.000
e=6.500   |set|=64  |cuckoo|=415  13.332  22.000                                 00  >24.000
e=6.600   |set|=64  |cuckoo|=422  13.461  23.000                                 00  >24.000
e=6.700   |set|=64  |cuckoo|=428  13.592                                 00  >24.000  >24.000
e=6.800   |set|=64  |cuckoo|=435  13.554  23.000                                 00  >24.000
e=6.900   |set|=64  |cuckoo|=441  13.769  24.000                                 00  >24.000
e=7.000   |set|=64  |cuckoo|=447  13.848  24.000                                 00  >24.000
e=7.100   |set|=64  |cuckoo|=454  13.877                                 00  >24.000  >24.000
e=7.200   |set|=64  |cuckoo|=460  14.043  24.000                                 00  >24.000
e=7.300   |set|=64  |cuckoo|=467  14.105                                 00  >24.000  >24.000
e=7.400   |set|=64  |cuckoo|=473  14.159                                 00  >24.000  >24.000
e=7.500   |set|=64  |cuckoo|=479  14.275  24.000                                 00  >24.000
e=7.600   |set|=64  |cuckoo|=486  14.358                                 00  >24.000  >24.000
e=7.700   |set|=64  |cuckoo|=492  14.367                                 00  >24.000  >24.000
e=7.800   |set|=64  |cuckoo|=499  14.482                                 00  >24.000  >24.000
e=7.900   |set|=64  |cuckoo|=505  14.618                                 00  >24.000  >24.000
e=8.000   |set|=64  |cuckoo|=511  14.676                                 00  >24.000  >24.000
e=8.100   |set|=64  |cuckoo|=518  14.651  24.000                                 00  >24.000
e=8.200   |set|=64  |cuckoo|=524  14.808  24.000                                 00  >24.000
e=8.300   |set|=64  |cuckoo|=531  14.721  24.000                                 00  >24.000
e=8.400   |set|=64  |cuckoo|=537  14.980  24.000                                 00  >24.000
e=8.500   |set|=64  |cuckoo|=543  14.945                                 00  >24.000  >24.000
e=8.600   |set|=64  |cuckoo|=550  15.055                                 00  >24.000  >24.000
e=8.700   |set|=64  |cuckoo|=556  15.209                                 00  >24.000  >24.000
e=8.800   |set|=64  |cuckoo|=563  15.093                                 00  >24.000  >24.000
e=8.900   |set|=64  |cuckoo|=569  15.356                                 00  >24.000  >24.000
e=9.000   |set|=64  |cuckoo|=575  15.303                                 00  >24.000  >24.000
e=9.100   |set|=64  |cuckoo|=582  15.385                                 00  >24.000  >24.000
e=9.200   |set|=64  |cuckoo|=588  15.423                                 00  >24.000  >24.000
e=9.300   |set|=64  |cuckoo|=595  15.465                                 00  >24.000  >24.000
e=10.000   |set|=64  |cuckoo|=640  15.891  24.000                                 00  >24.000
e=11.000   |set|=64  |cuckoo|=704  16.363                                 00  >24.000  >24.000
e=12.000   |set|=64  |cuckoo|=768  16.752                                 00  >24.000  >24.000
e=13.000   |set|=64  |cuckoo|=832  17.492                                 00  >24.000  >24.000
e=14.000   |set|=64  |cuckoo|=896  17.715                                 00  >24.000  >24.000



8
nohup /scratch/repo/libPSI/bin/frontend.exe -cuckoo  -h 2 -x 72 -nn 8 -nnEnd 8  -e 5 -eStep 0.1 -eEnd 10 -t 24

e=2.400   |set|=256  |cuckoo|=614  5.750  9.501  12.949  16.245  19.541  23.000
e=2.500   |set|=256  |cuckoo|=640  6.383  10.564  14.270  17.978  22.415
e=2.600   |set|=256  |cuckoo|=665  6.935  11.505  15.674  19.913  24.000
e=2.700   |set|=256  |cuckoo|=691  7.475  12.467  17.155  21.415
e=2.800   |set|=256  |cuckoo|=716  7.932  13.286  18.117  24.000
e=2.900   |set|=256  |cuckoo|=742  8.372  14.071  19.000  23.000
e=3.000   |set|=256  |cuckoo|=768  8.791  14.696  20.415                                 00
e=3.100   |set|=256  |cuckoo|=793  9.170  15.520  22.000                                 00
e=3.200   |set|=256  |cuckoo|=819  9.522  16.093  21.000  24.000
e=3.300   |set|=256  |cuckoo|=844  9.863  16.956  23.000                                 009
e=3.400   |set|=256  |cuckoo|=870  10.152  17.328                                 00  >24.000
e=3.500   |set|=256  |cuckoo|=896  10.441  17.771                                 00  >24.000
e=3.600   |set|=256  |cuckoo|=921  10.711  18.356                                 00  >24.000
e=3.700   |set|=256  |cuckoo|=947  10.977  19.046                                 00  >24.000
e=3.800   |set|=256  |cuckoo|=972  11.231  19.046                                 00  >24.000
e=3.900   |set|=256  |cuckoo|=998  11.487  20.093                                 00  >24.000
e=4.000   |set|=256  |cuckoo|=1024  11.668  20.541                                 00  >24.000
e=4.100   |set|=256  |cuckoo|=1049  11.881  20.300                                 00  >24.000
e=4.200   |set|=256  |cuckoo|=1075  12.073  20.541                                 00  >24.000
e=4.300   |set|=256  |cuckoo|=1100  12.281  22.000                                 00  >24.000
e=4.400   |set|=256  |cuckoo|=1126  12.445  22.000                                 00  >24.000
e=4.500   |set|=256  |cuckoo|=1151  12.663  23.000                                 00  >24.000
e=4.600   |set|=256  |cuckoo|=1177  12.804  24.000                                 00  >24.000
e=4.700   |set|=256  |cuckoo|=1203  13.015  22.000                                 00  >24.000
e=4.800   |set|=256  |cuckoo|=1228  13.172  23.000                                 00  >24.000
e=4.900   |set|=256  |cuckoo|=1254  13.361                                 00  >24.000  >24.000
e=5.000   |set|=256  |cuckoo|=1279  13.424                                 00  >24.000  >24.000
e=6.000   |set|=256  |cuckoo|=1536  14.752                                 00  >24.000  >24.000
e=7.000   |set|=256  |cuckoo|=1792  15.719  24.000                                 00  >24.000
e=8.000   |set|=256  |cuckoo|=2048  16.687                                 00  >24.000  >24.000
e=9.000   |set|=256  |cuckoo|=2304  17.400                                 00  >24.000  >24.000
e=10.000   |set|=256  |cuckoo|=2560  17.871                                 00  >24.000  >24.000
e=11.000   |set|=256  |cuckoo|=2816  18.445                                 00  >24.000  >24.000
e=12.000   |set|=256  |cuckoo|=3072  19.142                                 00  >24.000  >24.000
e=13.000   |set|=256  |cuckoo|=3328  19.046                                 00  >24.000  >24.000
e=14.000   |set|=256  |cuckoo|=3584  20.541                                 00  >24.000  >24.000


10 


e=2.400   |set|=1024  |cuckoo|=2457  6.957  11.422  15.296  19.356  22.415
e=2.500   |set|=1024  |cuckoo|=2560  7.748  12.823  17.142  21.193
e=2.600   |set|=1024  |cuckoo|=2662  8.444  14.013  18.956  24.000
e=2.700   |set|=1024  |cuckoo|=2764  9.070  15.349  21.193                                 00
e=2.800   |set|=1024  |cuckoo|=2867  9.631  16.238  21.678  24.000
e=2.900   |set|=1024  |cuckoo|=2969  10.128  17.371  24.000                                 00
e=3.000   |set|=1024  |cuckoo|=3072  10.559  18.000                                 00  >24.000
e=3.100   |set|=1024  |cuckoo|=3174  10.974  18.752  24.000                                 00
e=3.200   |set|=1024  |cuckoo|=3276  11.377  19.415                                 00  >24.000
e=3.300   |set|=1024  |cuckoo|=3379  11.708  20.415                                 00  >24.000
e=3.400   |set|=1024  |cuckoo|=3481  12.043  20.541                                 00  >24.000
e=3.500   |set|=1024  |cuckoo|=3584  12.308  20.830                                 00  >24.000
e=3.600   |set|=1024  |cuckoo|=3686  12.626  22.415                                 00  >24.000
e=3.700   |set|=1024  |cuckoo|=3788  12.857  23.000                                 00  >24.000
e=3.800   |set|=1024  |cuckoo|=3891  13.164                                 00  >24.000  >24.000
e=3.900   |set|=1024  |cuckoo|=3993  13.344  22.415                                 00  >24.000
e=4.000   |set|=1024  |cuckoo|=4096  13.634  23.000                                 00  >24.000
e=4.100   |set|=1024  |cuckoo|=4198  13.782                                 00  >24.000  >24.000
e=4.200   |set|=1024  |cuckoo|=4300  14.062  24.000                                 00  >24.000
e=4.300   |set|=1024  |cuckoo|=4403  14.233                                 00  >24.000  >24.000
e=4.400   |set|=1024  |cuckoo|=4505  14.411                                 00  >24.000  >24.000
e=4.500   |set|=1024  |cuckoo|=4607  14.645                                 00  >24.000  >24.000
e=4.600   |set|=1024  |cuckoo|=4710  14.769                                 00  >24.000  >24.000
e=4.700   |set|=1024  |cuckoo|=4812  15.034                                 00  >24.000  >24.000
e=4.800   |set|=1024  |cuckoo|=4915  15.154                                 00  >24.000  >24.000
e=4.900   |set|=1024  |cuckoo|=5017  15.242                                 00  >24.000  >24.000
e=5.000   |set|=1024  |cuckoo|=5119  15.389                                 00  >24.000  >24.000
e=6.000   |set|=1024  |cuckoo|=6144  16.591                                 00  >24.000  >24.000
e=7.000   |set|=1024  |cuckoo|=7168  17.430                                 00  >24.000  >24.000
e=8.000   |set|=1024  |cuckoo|=8192  18.245                                 00  >24.000  >24.000
e=9.000   |set|=1024  |cuckoo|=9216  19.300                                 00  >24.000  >24.000
e=10.000   |set|=1024  |cuckoo|=10240  19.608                                 00  >24.000  >24.000
e=11.000   |set|=1024  |cuckoo|=11264  19.913                                 00  >24.000  >24.000
e=12.000   |set|=1024  |cuckoo|=12288  20.415                                 00  >24.000  >24.000
e=13.000   |set|=1024  |cuckoo|=13312  21.678                                 00  >24.000  >24.000
e=14.000   |set|=1024  |cuckoo|=14336  23.000                                 00  >24.000  >24.000


12 

e=2.400   |set|=4096  |cuckoo|=9830  8.585  14.360  19.300  23.000
e=2.500   |set|=4096  |cuckoo|=10240  9.500  16.069  21.415  24.000
e=2.600   |set|=4096  |cuckoo|=10649  10.278  17.400  24.000                                 00
e=2.700   |set|=4096  |cuckoo|=11059  10.922  18.956  24.000                                 00
e=2.800   |set|=4096  |cuckoo|=11468  11.487  20.093                                 00  >24.000
e=2.900   |set|=4096  |cuckoo|=11878  12.027  21.415  24.000                                 009
e=3.000   |set|=4096  |cuckoo|=12288  12.553  22.000                                 00  >24.000
e=3.100   |set|=4096  |cuckoo|=12697  12.928  22.000                                 00  >24.000
e=3.200   |set|=4096  |cuckoo|=13107  13.331  24.000                                 00  >24.000
e=3.300   |set|=4096  |cuckoo|=13516  13.648  23.000                                 00  >24.000
e=3.400   |set|=4096  |cuckoo|=13926  13.997  24.000                                 00  >24.000
e=3.500   |set|=4096  |cuckoo|=14336  14.294                                 00  >24.000  >24.000
e=3.600   |set|=4096  |cuckoo|=14745  14.549  24.000                                 00  >24.000
e=3.700   |set|=4096  |cuckoo|=15155  14.813                                 00  >24.000  >24.000
e=3.800   |set|=4096  |cuckoo|=15564  15.272                                 00  >24.000  >24.000
e=3.900   |set|=4096  |cuckoo|=15974  15.434                                 00  >24.000  >24.000
e=4.000   |set|=4096  |cuckoo|=16384  15.524                                 00  >24.000  >24.000
e=4.100   |set|=4096  |cuckoo|=16793  15.835                                 00  >24.000  >24.000
e=4.200   |set|=4096  |cuckoo|=17203  15.989                                 00  >24.000  >24.000
e=4.300   |set|=4096  |cuckoo|=17612  16.272                                 00  >24.000  >24.000
e=4.400   |set|=4096  |cuckoo|=18022  16.321                                 00  >24.000  >24.000
e=4.500   |set|=4096  |cuckoo|=18431  16.557                                 00  >24.000  >24.000
e=4.600   |set|=4096  |cuckoo|=18841  16.705                                 00  >24.000  >24.000
e=4.700   |set|=4096  |cuckoo|=19251  16.956                                 00  >24.000  >24.000
e=4.800   |set|=4096  |cuckoo|=19660  17.193                                 00  >24.000  >24.000
e=4.900   |set|=4096  |cuckoo|=20070  17.371                                 00  >24.000  >24.000
e=5.000   |set|=4096  |cuckoo|=20479  17.400                                 00  >24.000  >24.000
e=5.000   |set|=4096  |cuckoo|=20480  17.696                                 00  >24.000  >24.000
e=6.000   |set|=4096  |cuckoo|=24576  18.752                                 00  >24.000  >24.000
e=7.000   |set|=4096  |cuckoo|=28672  19.913                                 00  >24.000  >24.000
e=8.000   |set|=4096  |cuckoo|=32768  21.000                                 00  >24.000  >24.000
e=9.000   |set|=4096  |cuckoo|=36864  21.415                                 00  >24.000  >24.000
e=10.000   |set|=4096  |cuckoo|=40960  23.000                                 00  >24.000  >24.000
e=11.000   |set|=4096  |cuckoo|=45056  21.193                                 00  >24.000  >24.000
e=12.000   |set|=4096  |cuckoo|=49152  24.000                                 00  >24.000  >24.000

14
nohup /scratch/repo/libPSI/bin/frontend.exe -cuckoo  -h 2 -x 72 -nn 10 -nnEnd 10  -e 2.0 -eStep 0.1 -eEnd 2.3 -t 24

e=2.000   |set|=16384  |cuckoo|=32768  1.694  3.541  5.059  6.461  7.818  9.148
e=2.100   |set|=16384  |cuckoo|=34406  4.969  8.312  11.199  13.819  16.371  19.093
e=2.200   |set|=16384  |cuckoo|=36044  7.472  12.415  16.881  21.193  24.000  24.000
e=2.300   |set|=16384  |cuckoo|=37683  9.186  15.520  20.678 
e=2.400   |set|=16384  |cuckoo|=39321  10.431  18.023                                 00  >24.000
e=2.500   |set|=16384  |cuckoo|=40960  11.404  20.300  24.000                                 006
e=2.600   |set|=16384  |cuckoo|=42598  12.222  21.000                                 00  >24.000
e=2.700   |set|=16384  |cuckoo|=44236  12.856  22.000                                 00  >24.000
e=2.800   |set|=16384  |cuckoo|=45875  13.448  24.000                                 00  >24.000
e=2.900   |set|=16384  |cuckoo|=47513  14.001                                 00  >24.000  >24.000
e=3.000   |set|=16384  |cuckoo|=49152  14.516  24.000                                 00  >24.000
e=3.100   |set|=16384  |cuckoo|=50790  14.790                                 00  >24.000  >24.000
e=3.200   |set|=16384  |cuckoo|=52428  15.360                                 00  >24.000  >24.000
e=3.300   |set|=16384  |cuckoo|=54067  15.528                                 00  >24.000  >24.000573
e=3.400   |set|=16384  |cuckoo|=55705  15.907                                 00  >24.000  >24.000
e=3.500   |set|=16384  |cuckoo|=57344  16.356                                 00  >24.000  >24.000
e=3.600   |set|=16384  |cuckoo|=58982  16.651                                 00  >24.000  >24.000
e=3.700   |set|=16384  |cuckoo|=60620  16.840                                 00  >24.000  >24.000
e=3.800   |set|=16384  |cuckoo|=62259  17.105                                 00  >24.000  >24.000
e=3.900   |set|=16384  |cuckoo|=63897  17.524                                 00  >24.000  >24.000
e=4.000   |set|=16384  |cuckoo|=65536  17.476                                 00  >24.000  >24.000
e=4.100   |set|=16384  |cuckoo|=67174  18.023                                 00  >24.000  >24.000
e=4.200   |set|=16384  |cuckoo|=68812  18.508                                 00  >24.000  >24.000


16
nohup /scratch/repo/libPSI/bin/frontend.exe -cuckoo  -h 2 -x 72 -nn 16 -nnEnd 18  -e 2.0 -eStep 0.1 -eEnd  2.4 -t 20
e=2.000   |set|=65536  |cuckoo|=131072  0.217  2.039  3.503  4.851  6.143  7.434
e=2.100   |set|=65536  |cuckoo|=137625  4.965  9.103  12.714  15.541  20.000
e=2.200   |set|=65536  |cuckoo|=144179  8.674  15.245                                 00  >20.000
e=2.300   |set|=65536  |cuckoo|=150732  10.904  20.000                                 00  >20.000
e=2.400   |set|=65536  |cuckoo|=157286  12.371  22.415                                 00  >24.000
e=2.500   |set|=65536  |cuckoo|=163840  13.361  23.000                                 00  >24.000
e=2.600   |set|=65536  |cuckoo|=170393  14.145  24.000                                 00  >24.000
e=2.700   |set|=65536  |cuckoo|=176947  14.830                                 00  >24.000  >24.000
e=2.800   |set|=65536  |cuckoo|=183500  15.488                                 00  >24.000  >24.000
e=2.900   |set|=65536  |cuckoo|=190054  16.063                                 00  >24.000  >24.000
e=3.000   |set|=65536  |cuckoo|=196608  16.500                                 00  >24.000  >24.000
e=3.100   |set|=65536  |cuckoo|=203161  16.967                                 00  >24.000  >24.000
e=3.200   |set|=65536  |cuckoo|=209715  17.011                                 00  >24.000  >24.000
e=3.300   |set|=65536  |cuckoo|=216268  17.524                                 00  >24.000  >24.000
e=3.400   |set|=65536  |cuckoo|=222822  18.142                                 00  >24.000  >24.000
e=3.500   |set|=65536  |cuckoo|=229376  18.245                                 00  >24.000  >24.000
e=3.600   |set|=65536  |cuckoo|=235929  18.356                                 00  >24.000  >24.000
e=3.700   |set|=65536  |cuckoo|=242483  18.715                                 00  >24.000  >24.000
e=3.800   |set|=65536  |cuckoo|=249036  18.871                                 00  >24.000  >24.000
e=3.900   |set|=65536  |cuckoo|=255590  19.356                                 00  >24.000  >24.000
e=4.000   |set|=65536  |cuckoo|=262144  19.830                                 00  >24.000  >24.000
e=4.100   |set|=65536  |cuckoo|=268697  19.752                                 00  >24.000  >24.000
e=4.200   |set|=65536  |cuckoo|=275251  20.193                                 00  >24.000  >24.000


e=2.500   |set|=131072  |cuckoo|=327680  14.347                                 00  >24.000  >24.000
e=2.600   |set|=131072  |cuckoo|=340787  15.269                                 00  >24.000  >24.000
e=2.700   |set|=131072  |cuckoo|=353894  15.840                                 00  >24.000  >24.000
e=2.800   |set|=131072  |cuckoo|=367001  16.565                                 00  >24.000  >24.000
e=2.900   |set|=131072  |cuckoo|=380108  16.934                                 00  >24.000  >24.000


nohup /scratch/repo/libPSI/bin/frontend.exe -cuckoo  -h 2 -x 72 -nn 18 -nnEnd 18  -e 2.5 -eStep 0.1 -eEnd 5 -t 18
18
e=2.000   |set|=262144  |cuckoo|=524288  -2.721  -0.901  0.378  1.464  2.472  3.465
e=2.100   |set|=262144  |cuckoo|=550502  3.915  8.108  12.142  15.830  19.000
e=2.200   |set|=262144  |cuckoo|=576716  8.861  16.300  
e=2.300   |set|=262144  |cuckoo|=602931  12.356                                 00  >20.000  >20.000
e=2.400   |set|=262144  |cuckoo|=629145  13.978                                 00  >20.000  >20.000
e=2.500   |set|=262144  |cuckoo|=655360  15.453                                 00  >24.000  >24.000
e=2.600   |set|=262144  |cuckoo|=681574  16.279                                 00  >24.000  >24.000
e=2.700   |set|=262144  |cuckoo|=707788  16.850                                 00  >24.000  >24.000
e=2.800   |set|=262144  |cuckoo|=734003  17.492                                 00  >24.000  >24.000
e=2.900   |set|=262144  |cuckoo|=760217  17.956                                 00  >24.000  >24.000
e=3.000   |set|=262144  |cuckoo|=786432  18.300                                 00  >24.000  >24.000
e=3.100   |set|=262144  |cuckoo|=812646  19.000                                 00  >24.000  >24.000
e=3.200   |set|=262144  |cuckoo|=838860  19.415                                 00  >24.000  >24.000
